"Distance [mm]","Ft [] - Time='0s'"
90.0582707117853,1372.41804876292
90.1711256876146,1451.55958995692
90.2839806634439,1531.51983522494
90.3968356392732,1613.02942967928
90.5096906151025,1696.21753270122
90.6225455909318,1780.48424677225
90.7354005667611,1863.7057950326
90.8482555425904,1947.87786262219
90.9611105184197,2033.61732241196
91.073965494249,2124.02740103847
91.1868204700783,2209.29770564709
91.2996754459076,2292.63845818425
91.412530421737,2378.90007599058
91.5253853975663,2460.41225361805
91.6382403733956,2540.23777142833
91.7510953492249,2616.44066921715
91.8639503250542,2690.35798585641
91.9768053008835,2763.39649551857
92.0896602767128,2830.30008981765
92.2025152525421,2895.65383181936
92.3153702283714,2955.34406248428
92.4282252042007,3008.21136622455
92.54108018003,3060.06532211204
92.6539351558593,3106.54839583969
92.7667901316886,3148.01351023751
92.8796451075179,3181.74170627481
92.9925000833472,3210.81145516704
93.1053550591765,3232.40080261417
93.2182100350058,3250.17845862648
93.3310650108351,3259.85445379958
93.4439199866644,3263.84762787035
93.5567749624937,3259.32072568193
93.669629938323,3251.83822760496
93.7824849141524,3236.76812665357
93.8953398899817,3213.8461720183
94.008194865811,3195.0252675745
94.1210498416403,3157.36273107656
